"Peak","Name","Season","Date","Time","Citizenship","Sex","Age","Oxy","Dth","Host","Year"
"EVER","Lei Wang","2010 Spr","May 24","","United States of America","F",38,TRUE,FALSE,"Nepal",2010
"EVER","Lei Yuan","2010 Spr","May 17","5:45","China","M",35,TRUE,FALSE,"China",2010
"EVER","Leif Roberts Whittaker","2010 Spr","May 25","","United States of America","M",25,TRUE,FALSE,"Nepal",2010
"EVER","Leonardo Martin Proverbio","2010 Spr","May 23","8:23","Argentina","M",30,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa (Lhakpa Chhiring) Sherpa (Kerung-3, Solukhumbu)","2010 Spr","May 17","10:00","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Chhiri (Sonam) Sherpa (Pangboche, Khumbu)","2010 Spr","May 18","7:05","Nepal","M",35,TRUE,FALSE,"China",2010
"EVER","Lhakpa Chhiri (Sonam) Sherpa (Pangboche, Khumbu)","2010 Spr","May 23","4:50","Nepal","M",35,TRUE,FALSE,"China",2010
"EVER","Lhakpa Dorje Sherpa (Chitre, Sotang, Solukhumbu)","2010 Spr","May 17","","Nepal","M",44,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Dorje Sherpa (Sanam, Gudel-4, Solukhumbu)","2010 Spr","May 22","6:00","Nepal","M",48,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Gelu (Lhakpa Gelbu) Sherpa (Thumduk, Beni, Solukhumbu)","2010 Spr","May 25","10:40","Nepal","M",33,TRUE,FALSE,"China",2010
"EVER","Lhakpa Gelu Sherpa (Kharikhola, Solukhumbu)","2010 Spr","May 17","6:45","Nepal","M",42,TRUE,FALSE,"China",2010
"EVER","Lhakpa Gyalzen Sherpa (Mende, Khumbu)","2010 Spr","May 23","5:19","Nepal","M",27,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Nuru Sherpa (Khumjung, Khumbu)","2010 Spr","May 17","11:30","Nepal","M",19,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Nuru Sherpa (Namche Bazar, Khumbu)","2010 Spr","May 23","8:23","Nepal","M",32,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Nuru Sherpa (Pare, Khumbu)","2010 Spr","May 23","4:50","Nepal","M",49,TRUE,FALSE,"China",2010
"EVER","Lhakpa Nuru Sherpa (Phakding, Khumbu)","2010 Spr","May 17","7:14","Nepal","M",28,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Nuru Sherpa (Phortse, Khumbu)","2010 Spr","May 22","7:56","Nepal","M",29,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Nuru Sherpa (Thami, Khumbu)","2010 Spr","May 23","9:00","Nepal","M",29,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Nuru Sherpa (Yilajung, Khumbu)","2010 Spr","May 24","9:00","Nepal","M",37,TRUE,FALSE,"China",2010
"EVER","Lhakpa Rangdu Sherpa (Talakharka, Sotang-6, Solukhumbu)","2010 Spr","May 23","9:00","Nepal","M",42,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Rita Sherpa (Thami, Khumbu)","2010 Spr","May 24","8:10","Nepal","M",43,FALSE,FALSE,"Nepal",2010
"EVER","Lhakpa Sherpa (Zarok, Namche, Khumbu)","2010 Spr","May 25","10:00","Nepal","M",31,TRUE,FALSE,"China",2010
"EVER","Lhakpa Thundu/Thudu (Tindu) Sherpa (Pangboche, Khumbu)","2010 Spr","May 17","6:00","Nepal","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Thundu/Thudu (Tindu) Sherpa (Pangboche, Khumbu)","2010 Spr","May 25","6:00","Nepal","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Tshering Sherpa (Khumjung, Khumbu)","2010 Spr","May 17","11:30","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Wangchu Sherpa (Pangboche, Khumbu)","2010 Spr","May 17","10:15","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa Wangchu Sherpa (Pangboche, Khumbu)","2010 Spr","May 25","8:00","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Lhakpa/Lakpa Sherpa (Makalu-9, Makalu-Barun)","2010 Spr","May 23","5:50","Nepal","M",18,TRUE,FALSE,"China",2010
"EVER","Lobsang Sherpa (Kharikhola, Solukhumbu)","2010 Spr","May 17","6:45","Nepal","M",24,TRUE,FALSE,"China",2010
"EVER","Lobsang Temba (Lupsang Temba) Sherpa (Khumjung, Khumbu)","2010 Spr","May 22","7:43","Nepal","M",41,TRUE,FALSE,"Nepal",2010
"EVER","Louis Carstens","2010 Spr","May 23","","S Africa","M",48,TRUE,FALSE,"Nepal",2010
"EVER","Luc Jean Marie Boisnard","2010 Spr","May 23","5:00","France","M",40,TRUE,FALSE,"Nepal",2010
"EVER","Lucile Antoinette De Beaudrap","2010 Spr","May 7","7:00","Canada","F",45,TRUE,FALSE,"Nepal",2010
"EVER","Luda","2010 Spr","May 17","","China","M",28,TRUE,FALSE,"China",2010
"EVER","Magdalena Prask","2010 Spr","May 18","6:45","Poland","F",36,TRUE,FALSE,"China",2010
"EVER","Mamta Sodha","2010 Spr","May 22","10:07","India","F",30,TRUE,FALSE,"Nepal",2010
"EVER","Manuel Augusto Monteiro Morgado","2010 Spr","May 17","7:30","Brazil","M",53,TRUE,FALSE,"Nepal",2010
"EVER","Manuel Sanjuan Lara","2010 Spr","May 23","4:45","Spain","M",39,TRUE,FALSE,"China",2010
"EVER","Marcelo Ricardo Deza","2010 Spr","May 23","8:23","Argentina","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Marco (Mark) Cremona","2010 Spr","May 17","","Malta","M",41,TRUE,FALSE,"Nepal",2010
"EVER","Marco Camandona","2010 Spr","May 24","13:00","Italy","M",39,FALSE,FALSE,"China",2010
"EVER","Mark Delstanche","2010 Spr","May 24","7:52","UK","M",35,TRUE,FALSE,"China",2010
"EVER","Mark Wynton Woodward","2010 Spr","May 22","7:29","New Zealand","M",46,TRUE,FALSE,"Nepal",2010
"EVER","Marko Blecic","2010 Spr","May 23","4:50","Montenegro","M",27,TRUE,FALSE,"China",2010
"EVER","Matgoryyata Pierz-Pekala","2010 Spr","May 24","6:15","Poland","F",52,TRUE,FALSE,"China",2010
"EVER","Mathew Snook","2010 Spr","May 23","6:45","UK","M",24,TRUE,FALSE,"China",2010
"EVER","Maxwell O'Meara","2010 Spr","May 23","6:30","United States of America","M",20,TRUE,FALSE,"China",2010
"EVER","Mayk Ulrich Schega","2010 Spr","May 23","","Germany","M",46,TRUE,FALSE,"Nepal",2010
"EVER","Melissa Sue Arnot","2010 Spr","May 23","10:15","United States of America","F",26,TRUE,FALSE,"Nepal",2010
"EVER","Mian Sun","2010 Spr","May 17","7:20","China","M",56,TRUE,FALSE,"China",2010
"EVER","Michael Aaron Hamill","2010 Spr","May 23","","United States of America","M",32,TRUE,FALSE,"Nepal",2010
"EVER","Michael Allen Boaz","2010 Spr","May 23","","United States of America","M",56,TRUE,FALSE,"Nepal",2010
"EVER","Michael Earl Chapman","2010 Spr","May 24","7:40","United States of America","M",54,TRUE,FALSE,"Nepal",2010
"EVER","Michael Edward Phethean","2010 Spr","May 23","10:30","UK","M",37,TRUE,FALSE,"Nepal",2010
"EVER","Michael Enrique Rodriguez","2010 Spr","May 25","10:40","United States of America","M",37,TRUE,FALSE,"China",2010
"EVER","Michael John (Mike) Roberts","2010 Spr","May 22","7:45","New Zealand","M",48,TRUE,FALSE,"Nepal",2010
"EVER","Michael Kobold","2010 Spr","May 17","6:00","Germany","M",31,TRUE,FALSE,"Nepal",2010
"EVER","Michael Niemeier","2010 Spr","May 23","11:42","Germany","M",54,TRUE,FALSE,"Nepal",2010
"EVER","Michael Thomas (Mike) Kraft","2010 Spr","May 24","8:50","Germany","M",54,TRUE,FALSE,"Nepal",2010
"EVER","Michele Enzio","2010 Spr","May 24","13:00","Italy","M",33,FALSE,FALSE,"China",2010
"EVER","Michihiro Kadoya","2010 Spr","May 22","11:00","Japan","M",46,TRUE,FALSE,"Nepal",2010
"EVER","Mika Pitkamaki","2010 Spr","May 22","8:19","Finland","M",40,TRUE,FALSE,"Nepal",2010
"EVER","Mikhail Turovski","2010 Spr","May 23","3:15","Russia","M",48,TRUE,FALSE,"China",2010
"EVER","Mikko Markus Vermas","2010 Spr","May 22","8:03","Finland","M",36,TRUE,FALSE,"Nepal",2010
"EVER","Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)","2010 Spr","May 24","8:20","Nepal","M",41,FALSE,FALSE,"Nepal",2010
"EVER","Mingma Dorje Sherpa (Phortse, Khumbu)","2010 Spr","May 23","","Nepal","M",44,TRUE,FALSE,"Nepal",2010
"EVER","Mingma Dorje Sherpa (Sibuje, Waku-4, Solukhumbu)","2010 Spr","May 24","8:10","Nepal","M",40,FALSE,FALSE,"Nepal",2010
"EVER","Mingma Gelu Sherpa (Balakharka, Makalu-Barun)","2010 Spr","May 23","3:15","Nepal","M",31,TRUE,FALSE,"China",2010
"EVER","Mingma Gyabu (Mingma David) Sherpa (Sakathum, Lelep-7, Taplejung)","2010 Spr","May 23","6:30","Nepal","M",21,TRUE,FALSE,"China",2010
"EVER","Mingma Gyalje Sherpa (Beding, Dolakha)","2010 Spr","May 24","10:30","Nepal","M",24,TRUE,FALSE,"China",2010
"EVER","Mingma Nuru Sherpa (Khunde, Khumbu)","2010 Spr","May 23","","Nepal","M",24,TRUE,FALSE,"Nepal",2010
"EVER","Mingma Nuru Sherpa (Thami, Khumbu)","2010 Spr","May 23","9:00","Nepal","M",34,TRUE,FALSE,"Nepal",2010
"EVER","Mingma Tenzi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)","2010 Spr","May 17","10:30","Nepal","M",25,TRUE,FALSE,"Nepal",2010
"EVER","Mingma Tshering Sherpa (Beding, Dolakha)","2010 Spr","May 23","7:00","Nepal","M",27,TRUE,FALSE,"Nepal",2010
"EVER","Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)","2010 Spr","May 17","10:30","Nepal","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Mingmar Sherpa (Damar, Jantarkhani, Okhaldhunga)","2010 Spr","May 17","7:52","Nepal","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Mitenjen (Mingma) Sherpa (Nurbugaon, Makalu-Barun)","2010 Spr","May 24","","Nepal","M",40,TRUE,FALSE,"China",2010
"EVER","Mohammad Musa Ibrahim","2010 Spr","May 23","4:50","Bangladesh","M",30,TRUE,FALSE,"China",2010
"EVER","Nam-Goo Kim","2010 Spr","May 17","9:00","S Korea","M",27,TRUE,FALSE,"Nepal",2010
"EVER","Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)","2010 Spr","May 25","10:00","Nepal","M",38,TRUE,FALSE,"China",2010
"EVER","Namgyal Sherpa (Khiraule, Bung-9, Solukhumbu)","2010 Spr","May 22","8:30","Nepal","M",38,TRUE,FALSE,"Nepal",2010
"EVER","Namgyal Sherpa (Rakha Bangdel-5, Khotang)","2010 Spr","May 22","8:45","Nepal","M",32,TRUE,FALSE,"Nepal",2010
"EVER","Namgyal Tshering (Namgyal Chhiri) Sherpa (Khumjung, Khumbu)","2010 Spr","May 7","7:00","Nepal","M",27,TRUE,FALSE,"Nepal",2010
"EVER","Namgyal Tshering (Namgyal Chhiri) Sherpa (Khumjung, Khumbu)","2010 Spr","May 23","","Nepal","M",27,TRUE,FALSE,"Nepal",2010
"EVER","Nawang Karsang Sherpa (Khumjung, Khumbu)","2010 Spr","May 22","10:07","Nepal","M",42,TRUE,FALSE,"Nepal",2010
"EVER","Nelson Cardona Carvajal","2010 Spr","May 17","11:20","Colombia","M",47,TRUE,FALSE,"Nepal",2010
"EVER","Nga Tenji Sherpa (Nurbugaon, Makalu-Barun)","2010 Spr","May 23","5:50","Nepal","M",30,TRUE,FALSE,"China",2010
"EVER","Ngang Pasang (Nawang Pasang) Sherpa (Waku-4, Solukhumbu)","2010 Spr","May 22","8:45","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Ngata (Nada) Sherpa (Ghunsa, Lelep-9, Taplejung)","2010 Spr","May 24","","Nepal","M",34,TRUE,FALSE,"China",2010
"EVER","Ngawang Dorje","2010 Spr","May 17","","China","M",24,TRUE,FALSE,"China",2010
"EVER","Ngima Dorje (Nima Dorje) Sherpa (Pare, Khumbu)","2010 Spr","May 24","6:15","Nepal","M",25,TRUE,FALSE,"China",2010
"EVER","Ngima Grimen Sherpa (Gudel-5, Solukhumbu)","2010 Spr","May 23","3:30","Nepal","M",28,TRUE,FALSE,"China",2010
"EVER","Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)","2010 Spr","May 24","8:30","Nepal","M",28,TRUE,FALSE,"Nepal",2010
"EVER","Ngima Nuru Sherpa (Rakha Bangdel-5, Khotang)","2010 Spr","May 22","8:45","Nepal","M",29,TRUE,FALSE,"Nepal",2010
"EVER","Ngima Sona (Nima Sona) Sherpa (Phortse, Khumbu)","2010 Spr","May 22","6:05","Nepal","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Niksicani Djordjije Vujicic","2010 Spr","May 23","4:50","Montenegro","M",36,TRUE,FALSE,"China",2010
"EVER","Nima (Ngima, Maila) Sherpa (Sikli, Jubing, Solukhumbu)","2010 Spr","May 23","9:30","Nepal","M",37,TRUE,FALSE,"China",2010
"EVER","Nima Chhiri Sherpa (Gudel, Solukhumbu)","2010 Spr","May 17","9:00","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Nima Dorchi Sherpa (Makalu-Barun)","2010 Spr","May 24","6:15","Nepal","M",28,TRUE,FALSE,"China",2010
"EVER","Nima Dorje (Kala) Tamang (Chitre, Bakachol, Khotang)","2010 Spr","May 17","10:00","Nepal","M",30,TRUE,FALSE,"Nepal",2010
"EVER","Nima Dorje (Kala) Tamang (Chitre, Bakachol, Khotang)","2010 Aut","Oct 15","12:15","Nepal","M",30,TRUE,FALSE,"Nepal",2010
"EVER","Nima Gombu (Gombu) Sherpa (Beding, Dolakha)","2010 Spr","May 17","7:30","Nepal","M",41,TRUE,FALSE,"Nepal",2010
"EVER","Nima Gyalzen Sherpa (Ghat, Khumbu)","2010 Spr","May 24","7:38","Nepal","M",23,TRUE,FALSE,"China",2010
"EVER","Nima Gyalzen Sherpa (Kharikhola, Solukhumbu)","2010 Spr","May 25","10:00","Nepal","M",30,TRUE,FALSE,"China",2010
"EVER","Nima Kancha Sherpa (Pare, Khumbu)","2010 Spr","May 25","10:00","Nepal","M",33,TRUE,FALSE,"China",2010
"EVER","Nima Karma Sherpa (Phortse, Khumbu)","2010 Spr","May 5","","Nepal","M",26,TRUE,FALSE,"Nepal",2010
"EVER","Nima Nurbu Sherpa (Thamiteng, Khumbu)","2010 Spr","May 24","7:38","Nepal","M",30,TRUE,FALSE,"China",2010
"EVER","Nima Nuru Sherpa (Chheplung, Khumbu)","2010 Spr","May 23","8:15","Nepal","M",42,TRUE,FALSE,"Nepal",2010
"EVER","Nima Ongdi Sherpa (Balakharka, Makalu-Barun)","2010 Spr","May 23","3:15","Nepal","M",31,TRUE,FALSE,"China",2010
"EVER","Nima Sherpa (Sungdel-7, Khotang)","2010 Spr","May 22","8:45","Nepal","M",31,TRUE,FALSE,"Nepal",2010
"EVER","Nima Tendu (Nima Thenduk) Sherpa (Walung, Makalu-9, Makalu-Barun)","2010 Spr","May 23","9:40","Nepal","M",36,TRUE,FALSE,"Nepal",2010
"EVER","Nima Tenji/Tenzi Sherpa (Beding, Dolakha)","2010 Spr","May 25","","Nepal","M",29,TRUE,FALSE,"Nepal",2010
"EVER","Nima Tenzing (Ngima Tenjing) Sherpa (Phortse, Khumbu)","2010 Spr","May 22","7:56","Nepal","M",19,TRUE,FALSE,"Nepal",2010
"EVER","Nima Tshering (Ngima Chhiri) Sherpa (Phortse, Khumbu)","2010 Spr","May 22","6:29","Nepal","M",38,TRUE,FALSE,"Nepal",2010
"EVER","Nima Tshering Sherpa (Khumjung, Khumbu)","2010 Spr","May 22","6:33","Nepal","M",20,TRUE,FALSE,"Nepal",2010
"EVER","Nima Tshering Sherpa (Lelep-9, Taplejung)","2010 Spr","May 23","5:30","Nepal","M",44,TRUE,FALSE,"Nepal",2010
"EVER","Noel Richmond Hanna","2010 Spr","May 23","3:15","UK","M",43,TRUE,FALSE,"China",2010
"EVER","Norbu Dhondup (Small)","2010 Spr","May 17","","China","M",21,TRUE,FALSE,"China",2010
"EVER","Nu-Bo Huang","2010 Spr","May 17","","China","M",53,TRUE,FALSE,"Nepal",2010
"EVER","Nurbu Bhote Lama","2010 Spr","May 23","6:30","Nepal","M",28,TRUE,FALSE,"China",2010
"EVER","Palden Namgye/Namgyal Sherpa (Phortse, Khumbu)","2010 Spr","May 23","6:45","Nepal","M",37,TRUE,FALSE,"Nepal",2010
"EVER","Pasang (Pasang Temba) Sherpa (Balakharka, Makalu-Barun)","2010 Spr","May 23","3:15","Nepal","M",27,TRUE,FALSE,"China",2010
"EVER","Pasang Angchuk/Angjuck Sherpa (Gyabla, Lelep-8, Taplejung)","2010 Spr","May 23","6:30","Nepal","M",26,TRUE,FALSE,"China",2010
"EVER","Pasang Bhote (Chepuwa-1, Makalu-Barun)","2010 Spr","May 22","7:45","Nepal","M",36,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)","2010 Spr","May 17","","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)","2010 Spr","May 25","5:30","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Dawa Sherpa (Sengma, Khumbu)","2010 Spr","May 23","10:00","Nepal","M",22,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Dawa Sherpa (Tate, Khumbu)","2010 Aut","Oct 15","12:15","Nepal","M",26,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Gelji (Pasang Gyalgi) Sherpa (Walung, Makalu-9, Makalu-Barun)","2010 Spr","May 24","","Nepal","M",42,TRUE,FALSE,"China",2010
"EVER","Pasang Gombu Sherpa (Kurima, Lokhim-9, Solukhumbu)","2010 Spr","May 23","9:00","Nepal","M",40,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Jangbu Sherpa (Bung-9, Solukhumbu)","2010 Spr","May 23","8:23","Nepal","M",32,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Kaji Sherpa (Dhodre, Sotang, Solukhumbu)","2010 Spr","May 23","4:00","Nepal","M",29,TRUE,FALSE,"China",2010
"EVER","Pasang Kami (PK) Sherpa (Phortse, Khumbu)","2010 Spr","May 22","6:45","Nepal","M",30,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Karma Sherpa (Paiya, Jubing-7, Solukhumbu)","2010 Spr","May 22","7:30","Nepal","M",37,TRUE,FALSE,"China",2010
"EVER","Pasang Nima Sherpa (Chaurikharka-2, Khumbu)","2010 Spr","May 23","7:00","Nepal","M",36,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Nima Sherpa (Phortse, Khumbu)","2010 Spr","May 22","7:43","Nepal","M",17,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Nuru Sherpa (Bupsa, Jubing-5, Solukhumbu)","2010 Spr","May 22","8:03","Nepal","M",36,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Nuru Sherpa (Phortse, Khumbu)","2010 Spr","May 23","","Nepal","M",37,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Phutar Sherpa (Yaphu-9, Makalu-Barun)","2010 Spr","May 17","8:40","Nepal","M",48,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Rinji Sherpa (Phortse, Khumbu)","2010 Spr","May 23","","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Rita (Pa Rita) Sherpa (Yilajung, Khumbu)","2010 Spr","May 22","8:30","Nepal","M",35,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Rita Sherpa (Thamo, Khumbu)","2010 Spr","May 23","11:42","Nepal","M",32,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Sherpa (Gyabla, Lelep-8, Taplejung)","2010 Spr","May 25","10:00","Nepal","M",32,TRUE,FALSE,"China",2010
"EVER","Pasang Sherpa (Rakha Bangdel-5, Khotang)","2010 Spr","May 23","8:00","Nepal","M",26,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Sherpa (Thamo, Khumbu)","2010 Spr","May 23","","Nepal","M",31,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Tarke (Basang Taqu)","2010 Spr","May 17","","China","M",31,TRUE,FALSE,"China",2010
"EVER","Pasang Temba Sherpa (Lukla, Khumbu)","2010 Spr","May 25","","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Temba Sherpa (Lukla, Khumbu)","2010 Aut","Oct 15","12:15","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Temba Sherpa (Thami, Khumbu)","2010 Spr","May 22","8:34","Nepal","M",40,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Tendi Sherpa (Jubing, Solukhumbu)","2010 Spr","May 23","9:00","Nepal","M",21,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Tendi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)","2010 Spr","May 25","","Nepal","M",26,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Tenzing Sherpa (Beding, Dolakha)","2010 Spr","May 17","7:30","Nepal","M",25,TRUE,FALSE,"Nepal",2010
"EVER","Pasang Tharke Sherpa (Khunde, Khumbu)","2010 Spr","May 23","4:50","Nepal","M",27,TRUE,FALSE,"China",2010
"EVER","Pasang Wangchu (Pasang Ongchhu) Sherpa (Cheremy, Bung-9, Solukhumbu)","2010 Spr","May 23","8:15","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Patrick Dermot Hollingworth","2010 Spr","May 17","10:00","Australia","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Paul Romero","2010 Spr","May 22","7:30","United States of America","M",40,TRUE,FALSE,"China",2010
"EVER","Paul Vladimir Fejtek","2010 Spr","May 23","9:00","United States of America","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Pechhumbe (Chumbe) Sherpa (Tashigaon, Makalu-Barun)","2010 Spr","May 23","5:00","Nepal","M",22,TRUE,FALSE,"Nepal",2010
"EVER","Pedro Jose Garcia Aguirre","2010 Spr","May 24","10:00","Spain","M",38,TRUE,FALSE,"China",2010
"EVER","Pem Chhiri Sherpa (Kurima, Lokhim-9, Solukhumbu)","2010 Spr","May 23","9:00","Nepal","M",34,TRUE,FALSE,"Nepal",2010
"EVER","Pema Chhiring/Chhiri Sherpa (Beding, Dolakha)","2010 Spr","May 23","7:00","Nepal","M",26,FALSE,FALSE,"Nepal",2010
"EVER","Pema Nuru Sherpa (Paiya, Jubing-7, Solukhumbu)","2010 Spr","May 22","8:30","Nepal","M",35,TRUE,FALSE,"Nepal",2010
"EVER","Pema Tshering (Pem Chhiri) Sherpa (Chankhu-6, Dolakha)","2010 Spr","May 17","10:30","Nepal","M",30,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Chhotar Sherpa (Sotang-6, Solukhumbu)","2010 Spr","May 23","9:00","Nepal","M",21,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Chhoti Sherpa (Thami, Khumbu)","2010 Spr","May 22","7:45","Nepal","M",37,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Chhuti (Pemba Chhoti) Sherpa (Yaphu-9, Makalu-Barun)","2010 Spr","May 17","8:40","Nepal","M",36,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Dhondup (Bianba Dunzhu)","2010 Spr","May 17","","China","M",31,TRUE,FALSE,"China",2010
"EVER","Pemba Dorje Sherpa (Pangboche, Khumbu)","2010 Spr","May 17","","Nepal","M",36,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Dorje Sherpa (Pangboche, Khumbu)","2010 Spr","May 17","8:40","Nepal","M",48,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Gyalzen/Geljen Sherpa (Thami, Khumbu)","2010 Spr","May 24","9:40","Nepal","M",40,TRUE,FALSE,"China",2010
"EVER","Pemba Jangbu Sherpa (Bupsa, Jubing-5, Solukhumbu)","2010 Spr","May 17","9:40","Nepal","M",24,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Norbu/Nurbu Sherpa (Ghunsa, Lelep-9, Taplejung)","2010 Spr","May 24","","Nepal","M",31,TRUE,FALSE,"China",2010
"EVER","Pemba Nurbu Sherpa (Tashigaon, Makalu-Barun)","2010 Spr","May 24","6:15","Nepal","M",30,TRUE,FALSE,"China",2010
"EVER","Pemba Nuru Sherpa (Beding, Dolakha)","2010 Spr","May 24","10:30","Nepal","M",29,TRUE,FALSE,"China",2010
"EVER","Pemba Nuru Sherpa (Khumjung, Khumbu)","2010 Spr","May 22","6:10","Nepal","M",29,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Rinzi/Rinji Sherpa (Bishinga-7, Okhaldhunga)","2010 Spr","May 24","8:25","Nepal","M",34,TRUE,FALSE,"China",2010
"EVER","Pemba Rita Sherpa (Beding, Dolakha)","2010 Spr","May 24","10:30","Nepal","M",30,TRUE,FALSE,"China",2010
"EVER","Pemba Sherpa (Ghunsa, Lelep-9, Taplejung)","2010 Spr","May 25","10:00","Nepal","M",27,TRUE,FALSE,"China",2010
"EVER","Pemba Sherpa (Patle-4, Okhaldhunga)","2010 Spr","May 7","6:00","Nepal","M",30,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Tenjin Sherpa (Phurte, Khumbu)","2010 Spr","May 24","8:30","Nepal","M",34,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Tenzing Sherpa (Thamo, Khumbu)","2010 Spr","May 23","5:00","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Pemba Tsering (Small)","2010 Spr","May 17","","China","M",21,TRUE,FALSE,"China",2010
"EVER","Peter Kinloch","2010 Spr","May 25","11:00","UK","M",28,TRUE,TRUE,"China",2010
"EVER","Peter Martin Solie","2010 Spr","May 17","7:52","United States of America","M",43,TRUE,FALSE,"Nepal",2010
"EVER","Peter Michael Wells","2010 Spr","May 23","5:19","Australia","M",37,TRUE,FALSE,"Nepal",2010
"EVER","Peter Sunnucks","2010 Spr","May 23","6:45","UK","M",27,TRUE,FALSE,"China",2010
"EVER","Phai Lama Tamang (Haku-8, Rasuwa)","2010 Spr","May 23","9:00","Nepal","M",33,TRUE,FALSE,"Nepal",2010
"EVER","Philip James (Phil) Crampton","2010 Spr","May 23","7:00","UK","M",40,TRUE,FALSE,"Nepal",2010
"EVER","Phinjo Dorje (Finjo Dorje) Sherpa (Pangboche, Khumbu)","2010 Spr","May 5","","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Phinjo Dorje (Finjo Dorje) Sherpa (Pangboche, Khumbu)","2010 Spr","May 23","","Nepal","M",23,TRUE,FALSE,"Nepal",2010
"EVER","Phinzo/Phinjo Sherpa (Phortse, Khumbu)","2010 Spr","May 23","","Nepal","M",39,TRUE,FALSE,"Nepal",2010
"EVER","Phu Dorje (Fu Dorji, Fudorjee) Sherpa (Phortse, Khumbu)","2010 Spr","May 17","11:20","Nepal","M",34,TRUE,FALSE,"Nepal",2010
"EVER","Phu Tashi Sherpa (Khumjung, Khumbu)","2010 Spr","May 23","4:50","Nepal","M",36,TRUE,FALSE,"China",2010
"EVER","Phu Tshering Sherpa (Phortse, Khumbu)","2010 Spr","May 5","","Nepal","M",32,TRUE,FALSE,"Nepal",2010
